,Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб),Форма двигателя
215,Avantis,Avantis Enduro 250,2023,Москва,1,250,29.0,1.0,МКПП-6,цепь,белый,299000,рядное
216,Avantis,Avantis Enduro 250 Pro/Carb,2019,Набережные Челны,3,250,27.0,1.0,МКПП-5,цепь,серый,165000,рядное
217,Avantis,Avantis Enduro 300 Pro/Carb,2022,Новомичуринск,18,300,27.0,1.0,МКПП-5,цепь,чёрный,250000,рядное
218,Avantis,Avantis FX 250,2019,Москва,2000,250,21.0,1.0,МКПП-5,цепь,чёрный,130000,рядное
219,Avantis,Avantis Enduro 300 Pro/Carb,2024,Новошахтинск,100000,300,30.0,1.0,МКПП-6,цепь,красный,280000,v-образное
220,Avantis,Avantis Enduro 300 Pro/EFI,2022,Муром,331,280,26.0,1.0,МКПП-5,цепь,оранжевый,300000,рядное
221,Avantis,Avantis Enduro 300 Pro/Carb,2023,Кизел,999999,300,37.0,1.0,МКПП-5,цепь,оранжевый,360000,рядное
222,Avantis,Avantis A6,2022,Калач,3200,300,28.0,1.0,МКПП-5,цепь,голубой,220000,рядное
223,Avantis,Avantis A5,2022,Красноярск,500,300,29.0,1.0,МКПП-6,цепь,чёрный,230000,рядное
224,Avantis,Avantis Enduro 300 Pro/Carb,2023,Усть-Катав,1,300,37.0,1.0,МКПП-6,цепь,белый,349900,рядное
225,Avantis,Avantis Enduro 250,2019,Москва,100,250,21.0,1.0,МКПП-5,цепь,белый,145000,рядное
226,Avantis,Avantis Enduro 300 Pro/EFI,2019,Петергоф,1000,300,37.0,1.0,МКПП-6,цепь,оранжевый,200000,рядное
227,Avantis,Avantis Enduro 300 Pro/Carb,2020,Санкт-Петербург,150,300,26.0,1.0,МКПП-5,цепь,чёрный,265000,рядное
228,Avantis,Avantis Enduro 300 Pro/EFI,2021,Москва,1000,300,31.0,1.0,МКПП-4,цепь,чёрный,345000,рядное
229,Avantis,Avantis Enduro 250,2019,Домодедово,1,249,21.0,1.0,МКПП-5,цепь,оранжевый,165000,рядное
230,Avantis,Avantis A2,2023,Москва,220,250,27.0,1.0,МКПП-5,цепь,оранжевый,200000,рядное
231,Avantis,Avantis Orion 200,2021,Грозный,2827,200,17.0,10.0,МКПП-3,цепь,белый,150000,рядное
232,Avantis,Avantis Enduro 300 Carb,2024,Видное,1,300,30.0,1.0,МКПП-6,цепь,оранжевый,299999,рядное
233,Avantis,Avantis Enduro 250,2020,Кемерово,50,250,21.0,1.0,МКПП-5,цепь,оранжевый,185000,рядное
234,Avantis,Avantis Enduro 250,2019,Бронницы,140,250,18.0,1.0,МКПП-5,цепь,оранжевый,145000,рядное
235,Avantis,Avantis Enduro 300 Pro/EFI,2021,Москва,12,300,34.0,1.0,МКПП-6,цепь,чёрный,349000,рядное
236,Bajaj,Bajaj Pulsar N250,2023,Москва,2469,249,24.0,1.0,МКПП-5,цепь,чёрный,311000,рядное
237,Bajaj,Bajaj Dominar,2019,Сочи,11754,373,40.0,1.0,МКПП-6,цепь,чёрный,420000,рядное
238,Bajaj,Bajaj Pulsar NS 200,2016,Москва,2600,200,23.0,1.0,МКПП-6,цепь,белый,235000,рядное
239,Bajaj,Bajaj Boxer (BM 150 X),2023,Тамань,4200,149,12.0,1.0,МКПП-5,цепь,чёрный,135000,рядное
240,Bajaj,Bajaj Boxer (BM 125),2022,Москва,1150,125,10.0,1.0,МКПП-5,цепь,красный,110000,рядное
241,Bajaj,Bajaj Boxer (BM 100),2021,Урай,4500,102,8.0,1.0,МКПП-4,цепь,чёрный,90000,рядное
242,Bajaj,Bajaj Avenger,2023,Санкт-Петербург,700,220,19.0,1.0,МКПП-5,цепь,чёрный,250000,рядное
243,Bajaj,Bajaj Boxer (BM 150 X),2023,Киржач,420,150,12.0,1.0,МКПП-5,цепь,чёрный,135000,рядное
244,Bajaj,Bajaj Dominar,2019,Тверь,9190,373,40.0,1.0,МКПП-6,цепь,зелёный,390000,рядное
245,Bajaj,Bajaj Pulsar NS 200,2022,Москва,3175,200,24.0,1.0,МКПП-6,цепь,синий,250000,рядное
246,Bajaj,Bajaj Avenger,2017,Москва,18000,220,19.0,1.0,МКПП-5,цепь,чёрный,145000,рядное
247,Bajaj,Bajaj Pulsar 180,2021,Москва,6138,179,17.0,1.0,МКПП-5,цепь,чёрный,179000,рядное
248,Bajaj,Bajaj Boxer (BM 150 X),2017,Екатеринбург,300,150,12.0,1.0,МКПП-4,цепь,чёрный,125000,рядное
249,Bajaj,Bajaj Dominar 400UG Touring,2022,Москва,8830,373,40.0,1.0,МКПП-6,цепь,чёрный,440000,рядное
250,Bajaj,Bajaj Boxer (BM 125),2022,Моршанск,4250,125,10.0,1.0,МКПП-5,цепь,чёрный,105000,рядное
251,Bajaj,Bajaj Dominar 400UG Touring,2022,Москва,4900,373,40.0,1.0,МКПП-6,цепь,чёрный,490000,рядное
252,Bajaj,Bajaj Dominar,2021,Новосибирск,4500,400,42.0,1.0,МКПП-6,цепь,чёрный,390000,рядное
253,Bajaj,Bajaj Avenger,2023,Санкт-Петербург,3470,220,19.0,1.0,МКПП-5,цепь,белый,230000,рядное
254,Bajaj,Bajaj Dominar,2020,Москва,9000,400,40.0,1.0,МКПП-6,цепь,зелёный,370000,рядное
255,Bajaj,Bajaj Dominar,2019,Москва,6030,373,40.0,1.0,МКПП-6,цепь,чёрный,350000,рядное
256,Bajaj,Bajaj Dominar,2018,Электрогорск,7900,400,35.0,1.0,МКПП-6,цепь,чёрный,349000,рядное
257,Bajaj,Bajaj Dominar,2020,Екатеринбург,32500,373,40.0,3.0,МКПП-6,цепь,зелёный,400000,рядное
258,Bajaj,Bajaj Dominar,2022,Сургут,3060,373,40.0,1.0,МКПП-6,цепь,чёрный,400000,рядное
259,Bajaj,Bajaj Dominar,2021,Москва,13500,393,40.0,1.0,МКПП-6,цепь,зелёный,420000,рядное
260,Bajaj,Bajaj Dominar,2021,Москва,7000,250,27.0,1.0,МКПП-6,цепь,красный,310000,рядное
261,Bajaj,Bajaj Pulsar NS 200,2015,Плесецк,14000,200,24.0,1.0,МКПП-6,цепь,чёрный,200000,рядное
262,Bajaj,Bajaj Boxer (BM 125),2021,Звенигород,10550,125,10.0,1.0,МКПП-5,цепь,чёрный,110000,рядное
263,Bajaj,Bajaj Pulsar NS 200,2022,Нижний Новгород,1500,200,24.0,1.0,МКПП-6,цепь,белый,245000,рядное
264,Bajaj,Bajaj Boxer (BM 150 X),2022,Осиновая Гора,3650,144,12.0,1.0,МКПП-5,цепь,красный,140000,рядное
265,Bajaj,Bajaj Dominar,2021,Мурино,23700,373,40.0,1.0,МКПП-6,цепь,зелёный,400000,рядное
266,Bajaj,Bajaj Pulsar 180,2023,Москва,30,178,17.0,1.0,МКПП-5,цепь,серый,200000,рядное
267,Bajaj,Bajaj Dominar,2017,Киров,6800,373,35.0,1.0,МКПП-6,цепь,пурпурный,380000,рядное
268,Bajaj,Bajaj Dominar,2021,Санкт-Петербург,8700,400,40.0,1.0,МКПП-6,цепь,зелёный,420000,рядное
269,Bajaj,Bajaj Boxer (BM 150 X),2021,Пенза,10750,150,12.0,1.0,МКПП-5,цепь,красный,115000,рядное
270,Bajaj,Bajaj V 150,2017,Арзамас,10000,150,12.0,1.0,МКПП-5,цепь,белый,199000,рядное
271,Bajaj,Bajaj Avenger,2016,Екатеринбург,6700,220,19.0,1.0,МКПП-5,цепь,чёрный,178999,рядное
272,Bajaj,Bajaj Pulsar NS 200,2020,Жилёво,8000,200,24.0,1.0,МКПП-6,цепь,красный,235000,рядное
273,Bajaj,Bajaj Pulsar NS 125,2021,Новомичуринск,3500,125,12.0,1.0,МКПП-4,цепь,красный,135000,рядное
274,Bajaj,Bajaj Pulsar NS 200,2021,Екатеринбург,14500,200,25.0,1.0,МКПП-6,цепь,серый,220000,рядное
275,Bajaj,Bajaj Boxer (BM 125),2020,Москва,15500,125,10.0,1.0,МКПП-5,цепь,чёрный,85000,рядное
276,Bajaj,Bajaj Pulsar 180,2022,Городище,4815,180,17.0,1.0,МКПП-5,цепь,чёрный,180000,рядное
277,Bajaj,Bajaj Pulsar NS 200,2021,Мурманск,4300,200,25.0,1.0,МКПП-6,цепь,красный,230000,рядное
278,Bajaj,Bajaj Avenger,2022,Казань,1550,220,19.0,1.0,МКПП-5,цепь,белый,225000,рядное
279,Bajaj,Bajaj Pulsar NS 200,2018,Тула,16100,200,23.0,1.0,МКПП-5,цепь,белый,230000,рядное
280,Bajaj,Bajaj Dominar,2022,Екатеринбург,6000,400,40.0,1.0,МКПП-6,цепь,зелёный,420000,рядное
281,Bajaj,Bajaj Pulsar NS 200,2015,Тула,26500,200,23.0,1.0,МКПП-6,цепь,чёрный,149900,рядное
282,Bajaj,Bajaj Dominar,2020,Москва,10000,400,40.0,1.0,МКПП-6,цепь,чёрный,400000,рядное
283,Bajaj,Bajaj Dominar,2018,Севастополь,30000,373,35.0,1.0,МКПП-6,цепь,белый,320000,рядное
284,Bajaj,Bajaj Dominar,2023,Санкт-Петербург,5700,400,40.0,1.0,МКПП-6,цепь,зелёный,410000,рядное
285,Bajaj,Bajaj Dominar,2018,Рощино,12500,373,40.0,1.0,МКПП-6,цепь,синий,360000,рядное
286,Bajaj,Bajaj Pulsar NS 200,2019,Волгоград,30000,200,24.0,1.0,МКПП-6,цепь,жёлтый,200000,рядное
287,Bajaj,Bajaj Avenger,2020,Москва,7336,220,19.0,1.0,МКПП-5,цепь,белый,198000,рядное
288,Bajaj,Bajaj Dominar,2022,Кемь,3200,375,40.0,1.0,МКПП-6,цепь,зелёный,400000,рядное
289,Bajaj,Bajaj Pulsar NS 200,2022,Сочи,3120,200,25.0,1.0,МКПП-6,цепь,красный,270000,рядное
290,Bajaj,Bajaj Dominar,2021,Павловск,2599,373,40.0,1.0,МКПП-6,цепь,зелёный,395000,рядное
291,Bajaj,Bajaj Dominar,2019,Тула,16399,373,40.0,1.0,МКПП-6,цепь,чёрный,365000,рядное
292,Bajaj,Bajaj Pulsar NS 125,2022,Новокуйбышевск,9059,125,12.0,1.0,МКПП-5,цепь,жёлтый,155000,рядное
293,Bajaj,Bajaj Dominar,2021,Санкт-Петербург,15600,373,40.0,1.0,МКПП-6,цепь,зелёный,390000,рядное
294,Bajaj,Bajaj Dominar,2019,Сочи,11574,373,40.0,1.0,МКПП-6,цепь,чёрный,400000,рядное
295,Bajaj,Bajaj Pulsar NS 200,2021,Балабаново,1877,200,24.0,1.0,МКПП-6,цепь,красный,285000,рядное
296,Bajaj,Bajaj Pulsar NS 125,2022,Пенза,3861,124,12.0,1.0,МКПП-5,цепь,белый,165000,рядное
297,Bajaj,Bajaj Dominar,2021,Звенигород,26000,400,40.0,1.0,МКПП-6,цепь,чёрный,380000,рядное
298,Bajaj,Bajaj Dominar 400UG Touring,2022,Москва,2100,400,40.0,1.0,МКПП-6,цепь,чёрный,440000,рядное
299,Bajaj,Bajaj Boxer (BM 150),2017,Ижевск,29262,150,12.0,1.0,МКПП-4,цепь,синий,97000,рядное
300,Bajaj,Bajaj Dominar,2020,Люберцы,19374,373,40.0,1.0,МКПП-6,цепь,зелёный,400000,рядное
301,Bajaj,Bajaj Pulsar NS 200,2020,Тверь,11600,200,24.0,1.0,МКПП-6,цепь,красный,230000,рядное
302,Bajaj,Bajaj Dominar,2020,Москва,9000,400,40.0,1.0,МКПП-6,цепь,зелёный,420000,рядное
303,Bajaj,Bajaj Pulsar NS 200,2019,Екатеринбург,1860,200,23.0,1.0,МКПП-6,цепь,жёлтый,245000,рядное
304,Bajaj,Bajaj Dominar,2021,Москва,2555,400,40.0,1.0,МКПП-6,цепь,чёрный,399000,рядное
305,Bajaj,Bajaj Dominar,2019,Екатеринбург,13000,400,40.0,1.0,МКПП-6,цепь,чёрный,460000,рядное
306,Bajaj,Bajaj Pulsar RS 200,2016,Москва,10018,200,24.0,1.0,МКПП-6,цепь,жёлтый,290000,рядное
307,Bajaj,Bajaj Boxer (BM 100),2021,Москва,3000,102,7.0,1.0,МКПП-4,цепь,синий,90000,рядное
308,Bajaj,Bajaj Dominar,2021,Брянск,10300,400,40.0,1.0,МКПП-6,цепь,серый,401000,рядное
309,Bajaj,Bajaj Avenger,2022,Дубна,670,220,19.0,1.0,МКПП-5,цепь,белый,248000,рядное
310,Bajaj,Bajaj Boxer (BM 125),2019,Невьянск,6777,125,10.0,1.0,МКПП-5,цепь,чёрный,95000,рядное
311,Bajaj,Bajaj Pulsar NS 200,2022,Владимир,4180,200,23.0,1.0,МКПП-6,цепь,серый,255000,рядное
312,Bajaj,Bajaj Dominar,2021,Москва,7500,400,40.0,1.0,МКПП-6,цепь,чёрный,400000,рядное
313,Bajaj,Bajaj Boxer (BM 125),2019,Быньги,7000,125,10.0,1.0,МКПП-5,цепь,чёрный,95000,рядное
314,Bajaj,Bajaj Boxer (BM 150 X),2024,Липецк,1,150,12.0,1.0,МКПП-5,цепь,чёрный,175000,рядное
315,Bajaj,Bajaj Avenger,2018,Москва,18000,250,19.0,1.0,МКПП-5,цепь,чёрный,170000,рядное
316,Bajaj,Bajaj Pulsar NS 200,2022,Москва,6021,200,24.0,1.0,МКПП-6,цепь,белый,260000,рядное
317,Bajaj,Bajaj Dominar,2022,Путилково,10010,373,40.0,1.0,МКПП-6,цепь,чёрный,400000,рядное
318,Bajaj,Bajaj Avenger,2020,Канск,6500,220,19.0,1.0,МКПП-5,цепь,белый,200000,рядное
319,Bajaj,Bajaj Boxer (BM 150),2021,Краснодар,1500,145,12.0,1.0,МКПП-5,цепь,чёрный,110000,v-образное
320,Bajaj,Bajaj Pulsar NS 125,2021,Санкт-Петербург,10000,125,12.0,2.0,МКПП-5,цепь,чёрный,137000,рядное
321,Bajaj,Bajaj Boxer (BM 150 X),2019,Санкт-Петербург,21000,150,12.0,1.0,МКПП-5,цепь,красный,105000,рядное
322,Bajaj,Bajaj Dominar,2022,Новосибирск,609,250,27.0,1.0,МКПП-6,цепь,серый,360000,рядное
323,Bajaj,Bajaj Dominar,2020,Москва,17097,400,40.0,1.0,МКПП-6,цепь,зелёный,365000,рядное
324,Bajaj,Bajaj Dominar,2020,Смоленск,7452,400,40.0,1.0,МКПП-6,цепь,зелёный,430000,рядное
325,Bajaj,Bajaj Avenger,2019,Москва,8973,220,19.0,1.0,МКПП-5,цепь,чёрный,170000,рядное
326,Bajaj,Bajaj V 150,2017,Екатеринбург,21000,150,12.0,1.0,МКПП-5,цепь,синий,180000,рядное
327,Bajaj,Bajaj Pulsar NS 200,2021,Пенза,4000,200,24.0,1.0,МКПП-6,цепь,белый,210000,рядное
328,Bajaj,Bajaj Pulsar NS 125,2022,Казань,4500,125,15.0,1.0,МКПП-6,цепь,красный,190000,оппозитное
329,Bajaj,Bajaj Boxer (BM 125),2018,Москва,7200,125,10.0,1.0,МКПП-4,цепь,чёрный,160000,рядное
330,Bajaj,Bajaj Pulsar NS 200,2021,Москва,13500,200,23.0,1.0,МКПП-5,цепь,красный,220000,рядное
331,Bajaj,Bajaj Boxer (BM 150),2023,Серпухов,1,145,12.0,1.0,МКПП-4,цепь,чёрный,145000,v-образное
332,Bajaj,Bajaj Boxer (BM 100),2021,Есуковский,700,102,8.0,1.0,МКПП-4,цепь,чёрный,95000,рядное
333,Bajaj,Bajaj Avenger,2019,Москва,2410,220,19.0,1.0,МКПП-5,цепь,белый,199000,рядное
334,Bajaj,Bajaj Avenger,2019,Ноябрьск,2500,220,19.0,1.0,МКПП-5,цепь,белый,180000,рядное
335,Bajaj,Bajaj V 150,2017,Санкт-Петербург,4050,150,12.0,1.0,МКПП-5,цепь,синий,220000,рядное
336,Bajaj,Bajaj Avenger,2019,Наро-Фоминск,4600,220,19.0,1.0,МКПП-5,цепь,чёрный,200000,рядное
337,Bajaj,Bajaj Boxer (BM 150),2019,Москва,10600,145,12.0,1.0,МКПП-4,цепь,красный,109000,v-образное
338,Bajaj,Bajaj Dominar,2019,Оренбург,4800,400,40.0,1.0,МКПП-6,цепь,чёрный,370000,рядное
339,Bajaj,Bajaj Boxer (BM 150),2020,Волгоград,2500,150,12.0,1.0,МКПП-5,цепь,белый,132000,v-образное
340,Bajaj,Bajaj Dominar,2021,Электросталь,16500,400,40.0,1.0,МКПП-6,цепь,чёрный,380000,рядное
341,Bajaj,Bajaj Boxer (BM 150),2013,Рузаевка,5600,150,13.0,1.0,МКПП-5,цепь,синий,55000,v-образное
342,Bajaj,Bajaj Pulsar RS 200,2016,Долгопрудный,3800,200,24.0,1.0,МКПП-6,цепь,чёрный,300000,рядное
343,Bajaj,Bajaj Boxer (BM 150),2021,Онега,3958,144,12.0,1.0,МКПП-5,цепь,чёрный,110000,v-образное
344,Bajaj,Bajaj V 150,2016,Владимир,6400,150,12.0,1.0,МКПП-5,цепь,красный,175000,рядное
345,Bajaj,Bajaj V 150,2017,Москва,19000,150,12.0,1.0,МКПП-5,цепь,чёрный,60000,рядное
346,Bajaj,Bajaj Pulsar NS 200,2019,Санкт-Петербург,2000,200,24.0,1.0,МКПП-5,цепь,жёлтый,220000,рядное
347,Bajaj,Bajaj Boxer (BM 150),2022,Санкт-Петербург,4100,150,12.0,2.0,МКПП-5,цепь,чёрный,97000,v-образное
348,Bajaj,Bajaj Pulsar NS 200,2021,Москва,6900,200,23.0,1.0,МКПП-6,цепь,синий,250000,рядное
349,Bajaj,Bajaj Avenger,2018,Санкт-Петербург,10283,220,19.0,1.0,МКПП-5,цепь,чёрный,180000,рядное
350,Bajaj,Bajaj Pulsar NS 200,2022,Красноярск,3700,200,23.0,1.0,МКПП-6,цепь,белый,250000,рядное
351,Bajaj,Bajaj Dominar,2021,Омск,5000,400,40.0,1.0,МКПП-6,цепь,чёрный,450000,рядное
352,Bajaj,Bajaj Pulsar NS 125,2020,Одинцово,10000,125,12.0,1.0,МКПП-5,цепь,красный,155000,рядное
353,Bajaj,Bajaj Dominar,2022,Екатеринбург,7565,250,27.0,1.0,МКПП-6,цепь,чёрный,300000,рядное
354,Bajaj,Bajaj Dominar 400UG Touring,2022,Иваново,1800,400,40.0,1.0,МКПП-6,цепь,зелёный,450000,рядное
355,Bajaj,Bajaj Pulsar NS 125,2021,Тверь,18000,125,12.0,1.0,МКПП-5,цепь,красный,135000,рядное
356,Bajaj,Bajaj Pulsar 180,2020,Тюмень,20800,180,17.0,1.0,МКПП-5,цепь,чёрный,165000,рядное
357,Bajaj,Bajaj Pulsar NS 200,2018,Санкт-Петербург,15336,200,24.0,1.0,МКПП-6,цепь,чёрный,205000,рядное
