Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб)
Wels,Wels RT 140,2021,Кузьмоловский,1000,140,11,,4 передачи,,зелёный,90000
Wels,Wels CRF 125,2019,Чамзинка,370,125,13,1 цилиндр/v-образное,4 передачи,цепь,голубой,76000
Wels,Wels RT 140,2023,Москва,26,140,12,1 цилиндр/рядное,4 передачи,цепь,зелёный,110000
Wels,Wels RT 125,2023,Кузнецк,95,125,10,1 цилиндр/рядное,4 передачи,цепь,чёрный,90000
Wels,Wels RT 140,2020,Владимир,167,140,,,4 передачи,цепь,оранжевый,75000
Wels,Wels RT 140,2020,Раменское,50,140,14,1 цилиндр/рядное,4 передачи,цепь,белый,75000
Wels,Wels CRF 125,2023,Ульяновск,1,125,9,1 цилиндр/рядное,,цепь,синий,112000
Wels,Wels RT 125,2021,Выкса,200,125,9,1 цилиндр/рядное,4 передачи,цепь,синий,75000
Wels,Wels Трофейный,2016,Вистино,3200,85,9,1 цилиндр/рядное,Вариатор,ремень,чёрный,23000
Wels,Wels CRF 140,2022,Сургут,8100,140,16,1 цилиндр/оппозитное,4 передачи,цепь,серый,80000
Wels,Wels RT 125,2021,Дятьково,5000,125,11,1 цилиндр,4 передачи,цепь,красный,60000
Wels,Wels RT 140,2020,Владимир,167,140,,,4 передачи,цепь,оранжевый,75000
Wels,Wels RT 140,2021,Верх-Ирмень,3000,140,13,1 цилиндр,4 передачи,цепь,синий,60000
Wels,Wels RT 125,2021,Самара,900,125,11,1 цилиндр,,цепь,синий,70000
Wels,Wels CRF 140,2021,Краснотуранск,70,140,13,1 цилиндр,4 передачи,цепь,фиолетовый,80000
Wels,Wels Alpha,2021,Санкт-Петербург,50,110,,1 цилиндр,,,чёрный,100000
Wels,Wels RT 125,2021,Ульяновск,500,125,11,1 цилиндр,4 передачи,цепь,белый,65000
Xinguizun,Xinguizun N911,2023,Москва,1,250,21,1 цилиндр,5 передач,,синий,147000
XingYue,XingYue XYQH-806W,2012,Ялта,6800,400,30,1 цилиндр,6 передач,цепь,чёрный,180000
Xmotos,Xmotos XZ250 Cross,2015,Навашино,1000,250,21,1 цилиндр/рядное,5 передач,цепь,оранжевый,78000
Xmotos,Xmotos XZ250 Cross,2019,Чебоксары,1000,250,18,1 цилиндр,5 прямых и задняя,цепь,оранжевый,100000
Xmotos,Xmotos Racer 250 Pro,2022,Небылое,2000,250,22,1 цилиндр,5 передач,цепь,оранжевый,155000
Xmotos,Xmotos FX-95,2023,Киров,100,125,10,1 цилиндр,4 передачи,цепь,белый,78000
Xmotos,Xmotos FX-95,2021,Ессентуки,4000,250,21,1 цилиндр,5 передач,,белый,165000
Xmotos,Xmotos XZ250 Cross,2021,Москва,100,140,4,,,,чёрный,250000
Xmotos,Xmotos FX-95,2021,Ессентуки,700,250,21,,5 передач,цепь,оранжевый,160000
Xmotos,Xmotos FX-95,2023,Коряжма,1000,125,11,2 цилиндра/v-образное,4 передачи,цепь,оранжевый,70000
Xmotos,Xmotos Racer 250 Pro,2014,Москва,3000,250,17,,,,чёрный,105000
Xmotos,Xmotos Racer 250 Pro,2022,Небылое,2000,250,22,1 цилиндр,5 передач,цепь,оранжевый,155000
Xmotos,Xmotos XZ250 Cross,2014,Краснохолмский,6500,250,20,1 цилиндр/рядное,5 передач,цепь,оранжевый,110000
Xmotos,Xmotos FX-95,2023,Коряжма,1500,125,9,2 цилиндра/v-образное,4 передачи,цепь,оранжевый,80000
Yamaha,Yamaha Tenere 700,2021,Москва,12800,700,74,2 цилиндра/рядное,6 передач,цепь,серый,1600000
Yamaha,Yamaha MT-07 (FZ-07),2016,Краснодар,9995,700,75,2 цилиндра/рядное,6 передач,цепь,серебристый,649000
Yamaha,Yamaha MT-09 (FZ-09),2019,Москва,8970,850,115,3 цилиндра/рядное,6 передач,цепь,серый,1135000
Yamaha,Yamaha YZF-R1,2016,Москва,9510,1000,200,4 цилиндра/рядное,6 передач,цепь,синий,1830000
Yamaha,Yamaha YZF-R1,2018,Москва,5400,998,200,,6 передач,,чёрный,1950000
Yamaha,Yamaha XVS1300,2008,Екатеринбург,37258,1300,73,2 цилиндра/v-образное,5 передач,ремень,коричневый,730000
Yamaha,Yamaha MT-10,2018,Тверь,18000,1000,160,4 цилиндра/рядное,6 передач,цепь,чёрный,1400000
Yamaha,Yamaha XV950 Bolt,2015,Владивосток,16469,950,54,,,,серый,655000
Yamaha,Yamaha XT1200Z Super Tenere,2019,Москва,26780,1200,112,2 цилиндра/рядное,6 передач,кардан,чёрный,1860000
Yamaha,Yamaha YZ450F,2022,Красноярск,55,450,55,1 цилиндр/рядное,5 передач,цепь,синий,735000
Yamaha,Yamaha MT-07 (FZ-07),2014,Санкт-Петербург,55000,700,75,2 цилиндра/рядное,6 передач,цепь,белый,649000
Yamaha,Yamaha FJR1300,2013,Санкт-Петербург,41728,1298,146,4 цилиндра/рядное,5 передач,кардан,коричневый,1065000
Yamaha,Yamaha FZ1,2007,Санкт-Петербург,37245,998,150,4 цилиндра/рядное,6 передач,цепь,синий,695000
Yamaha,Yamaha YZF-R25,2015,Москва,17741,250,36,2 цилиндра/рядное,6 передач,ремень,красный,346000
Yamaha,Yamaha YZF-R1,2010,Москва,31832,1000,150,,6 передач,цепь,синий,899000
Yamaha,Yamaha MT-07 (FZ-07),2015,Москва,26958,700,75,,6 передач,цепь,серый,598500
Yamaha,Yamaha XSR900,2023,Москва,3023,900,115,,6 передач,цепь,чёрный,1399000
Yamaha,Yamaha FJR1300,2016,Люберцы,40000,1290,146,4 цилиндра/v-образное,Роботизированная,цепь,серый,1290000
Yamaha,Yamaha MT-07 (FZ-07),2016,Владивосток,17995,689,75,,,,белый,690000
Yamaha,Yamaha XSR900,2022,Москва,3200,900,,,,,синий,1350000
Yamaha,Yamaha MT-03,2018,Владивосток,22598,320,42,,,,синий,500000
Yamaha,Yamaha YZF-R3,2019,Москва,9583,321,,2 цилиндра/рядное,6 передач,цепь,синий,681848
Yamaha,Yamaha MT-07 (FZ-07),2014,Москва,22971,689,74,2 цилиндра/рядное,6 передач,цепь,серый,670000
Yamaha,Yamaha YZF-R3,2017,Москва,27530,321,42,2 цилиндра,6 передач,цепь,серый,498000
Yamaha,Yamaha XSR900,2022,Красногорск,5467,850,115,,6 передач,цепь,чёрный,1450000
Yamaha,Yamaha MT-07 (FZ-07),2015,Санкт-Петербург,10250,700,75,,,,белый,699999
Yamaha,Yamaha MT-07 (FZ-07),2016,Самара,24700,699,73,,6 передач,цепь,красный,730000
Yamaha,Yamaha Niken,2018,Динская,10598,900,116,3 цилиндра/рядное,6 передач,цепь,синий,1150000
Yamaha,Yamaha MT-10,2017,Динская,17434,1000,160,4 цилиндра/рядное,6 передач,цепь,серый,1690000
Yamaha,Yamaha XT1200Z Super Tenere,2013,Москва,31885,1200,112,2 цилиндра/рядное,6 передач,кардан,синий,998000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2021,Владивосток,6720,900,119,3 цилиндра/рядное,6 передач,цепь,серебристый,1650000
Yamaha,Yamaha XVS950,2014,Владивосток,22958,950,54,,,,чёрный,700000
Yamaha,Yamaha TDM850,1999,Москва,43900,850,80,2 цилиндра/рядное,5 передач,цепь,пурпурный,389000
Yamaha,Yamaha XT250 Serow,2015,Владивосток,11050,250,20,,,,белый,510000
Yamaha,Yamaha XSR700,2023,Москва,400,700,73,2 цилиндра/рядное,6 передач,цепь,чёрный,1090000
Yamaha,Yamaha YZF-R7,2022,Москва,300,700,73,3 цилиндра/рядное,6 передач,цепь,белый,1230000
Yamaha,Yamaha MT-07 (FZ-07),2017,Владивосток,27642,700,73,,,,серый,690000
Yamaha,Yamaha XVS400 Drag Star,1996,Москва,12500,400,33,2 цилиндра/v-образное,5 передач,кардан,чёрный,320000
Yamaha,Yamaha FZ8,2012,Воронеж,10400,800,106,4 цилиндра/рядное,5 передач,цепь,белый,660000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2017,Москва,1973,850,115,,6 передач,цепь,чёрный,999000
Yamaha,Yamaha XVS1100,2000,Москва,65000,1100,60,,5 передач,кардан,фиолетовый,400000
Yamaha,Yamaha XJ6 (FZ6R),2009,Москва,44000,600,69,4 цилиндра/рядное,6 передач,цепь,жёлтый,515000
Yamaha,Yamaha TDM900,2005,Владивосток,76432,897,87,2 цилиндра/рядное,6 передач,цепь,синий,425000
Yamaha,Yamaha FZ1,2008,Красноярск,31326,998,143,4 цилиндра/рядное,6 передач,цепь,серый,588000
Yamaha,Yamaha MT-09 (FZ-09),2015,Красноярск,17459,850,115,3 цилиндра,6 передач,цепь,серый,715000
Yamaha,Yamaha FZ6,2008,Реутов,33000,600,98,4 цилиндра/рядное,6 передач,цепь,серебристый,460000
Yamaha,Yamaha MT-03,2019,Владивосток,10250,320,42,,,,белый,550000
Yamaha,Yamaha MT-03,2015,Владивосток,4068,320,42,,,,синий,410000
Yamaha,Yamaha MT-07 (FZ-07),2014,Владивосток,10905,700,74,,,,белый,670000
Yamaha,Yamaha XV950 Bolt,2016,Владивосток,24004,950,54,,,,серебристый,750000
Yamaha,Yamaha YBR125,2013,Красноармейск,2252,125,10,,,,пурпурный,135000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2015,Владивосток,39070,850,115,3 цилиндра/рядное,6 передач,цепь,чёрный,750000
Yamaha,Yamaha XVS950,2010,Владивосток,18950,949,56,2 цилиндра/v-образное,5 передач,ремень,белый,675000
Yamaha,Yamaha YZF-R1,2002,Санкт-Петербург,32255,998,150,4 цилиндра/рядное,6 передач,цепь,серый,625000
Yamaha,Yamaha XJ6 (FZ6R),2010,Москва,57045,600,78,4 цилиндра/рядное,6 передач,цепь,бежевый,510000
Yamaha,Yamaha FJR1300,2002,Москва,23976,1300,143,4 цилиндра/рядное,5 передач,кардан,синий,540000
Yamaha,Yamaha MT-07 (FZ-07),2016,Владивосток,12130,688,75,2 цилиндра/рядное,6 передач,цепь,серый,725000
Yamaha,Yamaha MT-07 (FZ-07),2015,Владивосток,26000,689,75,2 цилиндра/рядное,6 передач,цепь,серый,660000
Yamaha,Yamaha MT-09 (FZ-09),2021,Москва,5368,900,115,,6 передач,цепь,чёрный,1399000
Yamaha,Yamaha MT-09 (FZ-09),2018,Динская,10420,900,115,3 цилиндра/рядное,6 передач,цепь,синий,1250000
Yamaha,Yamaha XVS1100,2008,Динская,38144,1100,63,2 цилиндра/v-образное,5 передач,кардан,чёрный,670000
Yamaha,Yamaha YZ450F,2009,Дятьково,22,450,63,1 цилиндр/рядное,5 передач,цепь,жёлтый,333000
Yamaha,Yamaha XJ600,1998,Ногинск,96000,600,61,4 цилиндра/рядное,,цепь,пурпурный,180000
Yamaha,Yamaha XV950 Bolt,2016,Владивосток,11630,950,54,2 цилиндра/v-образное,5 передач,ремень,синий,710000
Yamaha,Yamaha FZ6,2005,Солнечногорск,95000,600,98,4 цилиндра/рядное,6 передач,цепь,синий,400000
Yamaha,Yamaha YZF-R3,2022,Калининград,4500,850,115,4 цилиндра/рядное,,,чёрный,450000
Yamaha,Yamaha SR400,2001,Москва,37000,400,31,1 цилиндр,5 передач,цепь,фиолетовый,300000
Yamaha,Yamaha XT1200Z Super Tenere,2011,Екатеринбург,83000,1200,110,2 цилиндра,,,чёрный,1060000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2018,Кузнецк,6670,850,115,3 цилиндра/рядное,6 передач,цепь,красный,1150000
Yamaha,Yamaha XSR700,2018,Москва,51160,700,,2 цилиндра/рядное,6 передач,,зелёный,648000
Yamaha,Yamaha YZ450F,2009,Уфа,100,450,60,1 цилиндр,5 передач,цепь,белый,249000
Yamaha,Yamaha FZ8,2012,Санкт-Петербург,34447,779,106,4 цилиндра/рядное,6 передач,цепь,чёрный,735000
Yamaha,Yamaha YZF-R1,2022,Москва,3030,1000,150,,6 передач,цепь,чёрный,2299000
Yamaha,Yamaha FZ1,2011,Москва,22500,1000,,,,,синий,589000
Yamaha,Yamaha XT660Z Tenere,2016,Санкт-Петербург,41331,660,48,1 цилиндр/рядное,5 передач,цепь,синий,785000
Yamaha,Yamaha XT660X,2004,Москва,38000,600,42,1 цилиндр/рядное,5 передач,цепь,чёрный,400000
Yamaha,Yamaha FZ1,2012,Динская,17536,1000,150,4 цилиндра/рядное,6 передач,цепь,белый,690000
Yamaha,Yamaha MT-09 (FZ-09),2015,Екатеринбург,14606,847,115,3 цилиндра/рядное,6 передач,цепь,чёрный,890000
Yamaha,Yamaha FZ1,2011,Владивосток,27754,1000,94,,,,белый,690000
Yamaha,Yamaha MT-07 (FZ-07),2016,Динская,4034,700,75,2 цилиндра/v-образное,6 передач,цепь,серый,790000
Yamaha,Yamaha WR250F,2001,Динская,7718,250,41,1 цилиндр/рядное,6 передач,цепь,синий,450000
Yamaha,Yamaha XSR700,2017,Санкт-Петербург,26743,700,,2 цилиндра/рядное,6 передач,цепь,пурпурный,826500
Yamaha,Yamaha MT-09 (FZ-09),2015,Динская,13403,900,115,3 цилиндра/рядное,6 передач,цепь,серый,850000
Yamaha,Yamaha MT-10,2016,Динская,6495,1000,160,4 цилиндра/рядное,6 передач,цепь,синий,1590000
Yamaha,Yamaha MT-09 (FZ-09),2014,Москва,18168,850,95,3 цилиндра/рядное,6 передач,цепь,серый,780000
Yamaha,Yamaha XVS650,2007,Москва,33000,650,40,2 цилиндра/v-образное,5 передач,,синий,465000
Yamaha,Yamaha FZ1,2011,Динская,7061,1000,100,4 цилиндра/рядное,6 передач,цепь,чёрный,780000
Yamaha,Yamaha MT-09 (FZ-09),2023,Москва,2189,900,115,,6 передач,цепь,серый,1349100
Yamaha,Yamaha MT-09 Tracer (FJ-09),2018,Мытищи,43800,850,115,3 цилиндра,6 передач,цепь,серебристый,1010000
Yamaha,Yamaha FZ6,2004,Городец,43000,600,98,4 цилиндра/рядное,6 передач,цепь,синий,410000
Yamaha,Yamaha YZF-R1,2012,Селятино,35000,1000,182,4 цилиндра/рядное,6 передач,цепь,чёрный,900000
Yamaha,Yamaha MT-03,2020,Берёзовый,3000,321,52,2 цилиндра/рядное,6 передач,цепь,синий,1200000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2018,Краснодар,24200,847,117,3 цилиндра/рядное,6 передач,цепь,чёрный,1345000
Yamaha,Yamaha XVS950,2010,Москва,24405,950,60,2 цилиндра/v-образное,5 передач,ремень,белый,650000
Yamaha,Yamaha MT-03,2017,Москва,22781,321,42,,6 передач,цепь,серый,449100
Yamaha,Yamaha FZ1,2008,Москва,23000,998,150,4 цилиндра/рядное,6 передач,цепь,чёрный,749999
Yamaha,Yamaha XV950 Bolt,2014,Владивосток,10507,950,54,,,,серый,670000
Yamaha,Yamaha WR450F,2008,Москва,5000,449,,,,,синий,550000
Yamaha,Yamaha WR250F,2008,Москва,2000,249,,,,,синий,600000
Yamaha,Yamaha MT-07 (FZ-07),2017,Владивосток,14126,700,73,,,,серый,750000
Yamaha,Yamaha MT-10,2020,Москва,3594,998,160,,6 передач,цепь,чёрный,1999000
Yamaha,Yamaha FZS600 Fazer,2003,Москва,25898,600,98,,6 передач,цепь,синий,449100
Yamaha,Yamaha XV 1700A Road Star,2003,Москва,40000,1700,,,,ремень,чёрный,680000
Yamaha,Yamaha XV 1700 Warrior,2008,Владивосток,20303,1700,,,,,красный,840000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2016,Москва,39524,847,125,3 цилиндра/рядное,6 передач,цепь,серый,915000
Yamaha,Yamaha XV950 Bolt,2013,Красноярск,32103,950,54,2 цилиндра/v-образное,,ремень,серый,620000
Yamaha,Yamaha XSR700,2017,Санкт-Петербург,9980,700,,,,,серый,785000
Yamaha,Yamaha XSR700,2022,Санкт-Петербург,1701,700,,,,,чёрный,1055000
Yamaha,Yamaha XJ6 (FZ6R),2014,Санкт-Петербург,23146,600,,,,,белый,585000
Yamaha,Yamaha XV950 Bolt,2015,Санкт-Петербург,17088,950,,,,,серебристый,755000
Yamaha,Yamaha VMAX 1200,1998,Санкт-Петербург,13916,1200,,,,,серый,400000
Yamaha,Yamaha XT250 Serow,2014,Санкт-Петербург,16220,250,,,,,зелёный,398000
Yamaha,Yamaha SR400,2009,Санкт-Петербург,25666,400,,,,,красный,400000
Yamaha,Yamaha MT-09 (FZ-09),2014,Санкт-Петербург,16850,850,,,,,чёрный,798000
Yamaha,Yamaha MT-09 (FZ-09),2014,Санкт-Петербург,25949,850,,,,,чёрный,778000
Yamaha,Yamaha MT-09 (FZ-09),2014,Санкт-Петербург,18427,850,,,,,оранжевый,798000
Yamaha,Yamaha MT-09 (FZ-09),2015,Санкт-Петербург,11296,850,,,,,серый,825000
Yamaha,Yamaha MT-07 (FZ-07),2017,Санкт-Петербург,29522,700,,,,,серый,725000
Yamaha,Yamaha XSR900,2019,Красноярск,44346,847,115,3 цилиндра/рядное,6 передач,цепь,белый,701000
Yamaha,Yamaha MT-07 (FZ-07),2014,Санкт-Петербург,26285,700,,,,,серый,625000
Yamaha,Yamaha MT-07 (FZ-07),2017,Санкт-Петербург,30018,700,,,,,синий,725000
Yamaha,Yamaha YBR125,2007,Москва,9000,124,10,,,цепь,красный,190000
Yamaha,Yamaha XV400 Virago,1994,Санкт-Петербург,40000,400,40,2 цилиндра/v-образное,5 передач,кардан,синий,190000
Yamaha,Yamaha MT-07 (FZ-07),2019,Москва,20000,700,75,2 цилиндра,6 передач,цепь,чёрный,720000
Yamaha,Yamaha YZF-R3,2015,Москва,19000,320,44,3 цилиндра,6 передач,цепь,чёрный,450000
Yamaha,Yamaha YZF-R1,2021,Москва,6700,998,200,4 цилиндра/v-образное,6 передач,ремень,синий,2200000
Yamaha,Yamaha FJR1300,2022,Москва,1720,1300,146,,5 передач,кардан,серый,1797300
Yamaha,Yamaha MT-09 (FZ-09),2015,Голицыно,16000,850,115,3 цилиндра/рядное,6 передач,,серебристый,730000
Yamaha,Yamaha XJ6 (FZ6R),2012,Москва,75000,600,78,4 цилиндра/рядное,6 передач,цепь,чёрный,500000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2022,Москва,737,900,115,,6 передач,цепь,серый,1689300
Yamaha,Yamaha YZF-R3,2023,Сочи,2624,320,42,2 цилиндра/рядное,6 передач,цепь,чёрный,690000
Yamaha,Yamaha FZX750,2001,Владивосток,26095,747,74,4 цилиндра/рядное,5 передач,цепь,синий,290000
Yamaha,Yamaha XVS1300,2015,Владивосток,143498,1304,73,2 цилиндра/v-образное,5 передач,ремень,чёрный,725000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2017,Клин,20044,847,,3 цилиндра,6 передач,,зелёный,955000
Yamaha,Yamaha MT-07 (FZ-07),2015,Динская,13251,700,73,2 цилиндра/рядное,6 передач,цепь,белый,770000
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,7239,900,115,,6 передач,цепь,серый,1329300
Yamaha,Yamaha MT-09 Tracer (FJ-09),2021,Серпухов,11000,890,119,3 цилиндра/рядное,6 передач,цепь,синий,1690000
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,7801,900,115,,6 передач,цепь,серый,1399000
Yamaha,Yamaha XVS950,2009,Краснодар,18569,950,54,2 цилиндра/v-образное,5 передач,ремень,чёрный,749000
Yamaha,Yamaha YZF-R3,2023,Сочи,2624,320,42,2 цилиндра/рядное,6 передач,цепь,чёрный,690000
Yamaha,Yamaha XV 1900,2007,Москва,41937,1900,100,,5 передач,ремень,красный,719100
Yamaha,Yamaha FZ25 Fazer,2021,Москва,19,249,20,,5 передач,цепь,чёрный,400500
Yamaha,Yamaha MT-09 Tracer (FJ-09),2015,Москва,6950,846,115,3 цилиндра/v-образное,,цепь,синий,900000
Yamaha,Yamaha FZS600 Fazer,2004,Москва,33769,600,95,,6 передач,цепь,серый,404100
Yamaha,Yamaha YZF-R6,2000,Москва,49166,600,125,,6 передач,цепь,красный,359100
Yamaha,Yamaha MT-10,2017,Москва,7000,998,160,,,,синий,1750000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2015,Москва,29000,900,116,3 цилиндра/рядное,6 передач,,серый,900000
Yamaha,Yamaha MT-07 (FZ-07),2015,Москва,19000,689,,2 цилиндра/рядное,6 передач,цепь,серый,695000
Yamaha,Yamaha XSR700,2022,Москва,891,700,75,,6 передач,цепь,чёрный,1079100
Yamaha,Yamaha XVS1300,2014,Владивосток,12686,1300,,,,,красный,1050000
Yamaha,Yamaha XJ600,1993,Заречный,38349,599,50,4 цилиндра,,,синий,210000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2022,Москва,1,890,119,3 цилиндра/рядное,6 передач,цепь,серый,1950000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2021,Москва,6747,890,119,3 цилиндра/рядное,6 передач,цепь,серый,1540000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2021,Москва,7144,890,119,3 цилиндра/рядное,6 передач,цепь,серый,1635000
Yamaha,Yamaha WR450F,2017,Воронеж,268,450,62,1 цилиндр/оппозитное,5 передач,цепь,синий,900000
Yamaha,Yamaha MT-01,2006,Динская,31214,1700,89,2 цилиндра/v-образное,5 передач,цепь,синий,790000
Yamaha,Yamaha MT-09 (FZ-09),2015,Владивосток,13473,850,110,,,,чёрный,750000
Yamaha,Yamaha XVS1300,2013,Москва,23896,1300,73,,5 передач,ремень,белый,999000
Yamaha,Yamaha XVS950,2010,Динская,25896,950,52,2 цилиндра/v-образное,5 передач,ремень,синий,750000
Yamaha,Yamaha FJR1300,2003,Динская,47713,1300,144,4 цилиндра/рядное,5 передач,кардан,серый,690000
Yamaha,Yamaha XV 1900,2008,Динская,12014,1900,100,2 цилиндра/v-образное,5 передач,ремень,красный,1120000
Yamaha,Yamaha MT-25,2016,Владивосток,1,249,35,2 цилиндра/рядное,6 передач,цепь,чёрный,250000
Yamaha,Yamaha XVS400 Drag Star,2003,Москва,45000,400,33,2 цилиндра/v-образное,5 передач,кардан,синий,400000
Yamaha,Yamaha XVS400 Drag Star,2003,Владивосток,19178,399,33,2 цилиндра/v-образное,5 передач,кардан,чёрный,265000
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,3131,900,115,,6 передач,цепь,серый,1439100
Yamaha,Yamaha XSR700,2018,Москва,17406,700,75,,6 передач,цепь,серый,719100
Yamaha,Yamaha XSR700,2023,Москва,1462,700,75,,6 передач,цепь,чёрный,1199000
Yamaha,Yamaha MT-09 (FZ-09),2021,Москва,665,850,115,,6 передач,цепь,чёрный,1439100
Yamaha,Yamaha XV950 Bolt,2015,Москва,896,950,54,,5 передач,ремень,белый,629100
Yamaha,Yamaha FJR1300,2014,Москва,45000,1300,146,,5 передач,кардан,коричневый,897300
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,1812,900,115,,6 передач,цепь,серый,1499000
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,8595,900,115,,6 передач,цепь,серый,1399000
Yamaha,Yamaha MT-03,2016,Москва,10006,321,42,,6 передач,цепь,серый,359100
Yamaha,Yamaha MT-09 Tracer (FJ-09),2022,Москва,2454,850,115,,6 передач,цепь,серый,1709100
Yamaha,Yamaha MT-10,2020,Москва,4586,998,160,,6 передач,цепь,синий,1899000
Yamaha,Yamaha YZF-R1,2002,Москва,51426,1000,150,,6 передач,цепь,красный,404100
Yamaha,Yamaha MT-09 Tracer (FJ-09),2016,Москва,14770,850,115,,6 передач,цепь,чёрный,899000
Yamaha,Yamaha YZF-R3,2015,Москва,48204,321,42,,6 передач,цепь,синий,404100
Yamaha,Yamaha XVS1100,2003,Москва,7280,1100,65,,5 передач,кардан,серый,503100
Yamaha,Yamaha YZF-R1,2023,Москва,1998,1000,150,,6 передач,цепь,чёрный,2299000
Yamaha,Yamaha YZF-R3,2015,Москва,16920,321,42,,6 передач,цепь,синий,404100
Yamaha,Yamaha XSR700,2018,Москва,17406,700,75,,6 передач,цепь,серый,719100
Yamaha,Yamaha YZF-R3,2016,Москва,10375,321,42,,6 передач,цепь,синий,449100
Yamaha,Yamaha YZF-R3,2016,Москва,25422,321,42,,6 передач,цепь,синий,431100
Yamaha,Yamaha MT-03,2019,Москва,14908,321,42,,6 передач,цепь,чёрный,449100
Yamaha,Yamaha XSR700,2023,Москва,824,700,75,,6 передач,цепь,чёрный,1099000
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,1456,900,115,,6 передач,цепь,серый,1499000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2017,Москва,16873,850,115,,6 передач,цепь,чёрный,899000
Yamaha,Yamaha XSR900,2023,Москва,1804,900,115,,6 передач,цепь,синий,1499000
Yamaha,Yamaha MT-03,2019,Москва,18692,321,42,,6 передач,цепь,серый,429300
Yamaha,Yamaha MT-09 (FZ-09),2023,Москва,1951,850,115,,6 передач,цепь,чёрный,1345500
Yamaha,Yamaha XV950 Bolt,2015,Москва,27556,950,54,,5 передач,ремень,чёрный,629100
Yamaha,Yamaha MT-09 (FZ-09),2023,Москва,1911,900,115,,6 передач,цепь,серый,1699000
Yamaha,Yamaha MT-10,2017,Москва,36673,998,160,,6 передач,цепь,серый,1499000
Yamaha,Yamaha XSR700,2022,Москва,2889,700,75,,6 передач,цепь,белый,1079100
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,5827,900,115,,6 передач,цепь,чёрный,1347300
Yamaha,Yamaha XVS1100,2004,Москва,31472,1100,65,,5 передач,кардан,чёрный,449100
Yamaha,Yamaha FJR1300,2023,Москва,574,1300,146,,АКПП,кардан,чёрный,2069100
Yamaha,Yamaha XSR700,2023,Москва,2,700,75,,6 передач,цепь,белый,1169100
Yamaha,Yamaha MT-09 (FZ-09),2021,Москва,12289,900,115,,6 передач,цепь,чёрный,1349100
Yamaha,Yamaha YZF-R3,2018,Москва,20903,321,42,,6 передач,цепь,синий,429300
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,2839,900,115,,6 передач,цепь,серый,1399000
Yamaha,Yamaha MT-09 (FZ-09),2021,Москва,6342,900,115,,6 передач,цепь,чёрный,1399000
Yamaha,Yamaha MT-09 (FZ-09),2023,Москва,1013,900,115,,6 передач,цепь,серый,1439100
Yamaha,Yamaha MT-09 Tracer (FJ-09),2021,Москва,11738,900,115,,6 передач,цепь,серый,1619100
Yamaha,Yamaha Tenere 700,2022,Москва,2388,660,48,,5 передач,цепь,чёрный,1399000
Yamaha,Yamaha MT-09 (FZ-09),2021,Москва,7970,900,115,,6 передач,цепь,чёрный,1329300
Yamaha,Yamaha MT-09 (FZ-09),2022,Москва,4120,850,115,,6 передач,цепь,чёрный,1192500
Yamaha,Yamaha MT-03,2017,Москва,19424,321,42,,6 передач,цепь,чёрный,429300
Yamaha,Yamaha MT-07 (FZ-07),2021,Москва,4954,700,75,,6 передач,цепь,синий,999000
Yamaha,Yamaha XVS1100,2006,Москва,27127,1100,65,,5 передач,кардан,фиолетовый,449100
Yamaha,Yamaha MT-09 Tracer (FJ-09),2015,Москва,18632,850,115,,6 передач,цепь,красный,899000
Yamaha,Yamaha MT-07 (FZ-07),2020,Москва,18479,700,75,,6 передач,цепь,белый,679500
Yamaha,Yamaha FJR1300,2005,Владивосток,17000,1300,,4 цилиндра/рядное,5 передач,кардан,синий,510000
Yamaha,Yamaha VMAX 1200,1998,Москва,45800,1200,145,4 цилиндра/v-образное,5 передач,кардан,чёрный,500000
Yamaha,Yamaha XVS1100,2007,Фрязино,50700,1100,62,2 цилиндра,5 передач,кардан,чёрный,565000
Yamaha,Yamaha MT-09 (FZ-09),2014,Бородино,32000,900,,,,,серый,689000
Yamaha,Yamaha MT-07 (FZ-07),2017,Владивосток,18539,688,75,2 цилиндра/рядное,6 передач,цепь,серый,730000
Yamaha,Yamaha FZ1,2011,Орёл,25600,998,150,4 цилиндра/рядное,6 передач,цепь,чёрный,800000
